ccfe7080-82e1-44ff-ab21-69ef4236b68c,2014-09-03T11:54:16,35.685,"35.685,139.7514",139.75
a4dfbd94-435b-4330-a302-5d40813a711d,2014-09-04T22:54:00,37.339,"37.3394,-121.895",-121.89
e3fa42f7-20fb-4ab4-96e4-eeaf96367110,2014-08-13T06:59:47,30.206,"30.2058,-97.8002",-97.8
377d90b6-8d44-4c89-810d-6214f134a903,2014-09-06T12:45:24,30.168,"30.1678,-97.8225",-97.823
bcfbd4fd-7d0d-4bdf-a653-124b17e853cd,2014-08-13T06:59:57,30.206,"30.2058,-97.8002",-97.8
9452a7a6-4dba-46cb-8173-85ce5767fb7e,2014-08-12T22:52:43,30.206,"30.2058,-97.8002",-97.8
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:35:35,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:33:25,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:32:05,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:28:49,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:26:29,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:25:10,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:23:28,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:22:07,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:20:39,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:19:18,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:13:41,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:11:57,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:07:09,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T16:03:41,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T15:58:03,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T15:53:10,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T15:50:17,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T15:47:27,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T15:24:00,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T15:21:36,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T14:53:57,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T14:48:03,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T14:41:02,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T14:38:11,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T14:26:25,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T05:45:36,37.339,"37.3394,-121.895",-121.89
5c0aeded-89a4-4f67-bde6-0192a307e579,2014-09-09T04:43:29,37.339,"37.3394,-121.895",-121.89
